Station,Date,Time,Campaign,Institution,River,Latitude,Longitude,Average Velocity (m/s),Flow (m3/s),Distance from Bank,Conductivity (uS/cm),Bulk Density (g/cm3),Real Density (g/cm3),Moisture (%),Organic Matter (%),pH,Sand (%),Silt (%),Clay (%),Textural Classification,0.032 mm - No. 450 (ASTM) (%),0.063 mm - No. 230 (ASTM) (%),0.125 mm - No. 120 (ASTM) (%),0.250 mm - No. 060 (ASTM) (%),0.500 mm - No. 035 (ASTM) (%),1.00 mm - No. 018 (ASTM) (%),2.00 mm - No. 010 (ASTM) (%),Residue (%),Sieve Size,Aluminum (g/100 g fraction) (% Al),Antimony (mg/kg Sb),Arsenic (mg/kg As),Sulfur (g/100 g fraction) (% S),Barium (mg/kg Ba),Beryllium (mg/kg Be),Bismuth (mg/kg Bi),Boron (mg/kg B),Cadmium (mg/kg Cd),Calcium (g/100 g fraction) (% Ca),Cerium (mg/kg Ce),Cesium (mg/kg Cs),Cobalt (mg/kg Co),Copper (mg/kg Cu),Chromium (mg/kg Cr),Dysprosium (mg/kg Dy),Erbium (mg/kg Er),Scandium (mg/kg Sc),Tin (mg/kg Sn),Strontium (mg/kg Sr),Europium (mg/kg Eu),Phosphorus (g/100 g fraction) (% P),Gadolinium (mg/kg Gd),Gallium (mg/kg Ga),Germanium (mg/kg Ge),Hafnium (mg/kg Hf),Iron (g/100 g fraction) (% Fe),Holmium (mg/kg Ho),Indium (mg/kg In),Ytterbium (mg/kg Yb),Yttrium (mg/kg Y),Lanthanum (mg/kg La),Lithium (mg/kg Li),Lutetium (mg/kg Lu),Magnesium (g/100 g fraction) (% Mg),Manganese (mg/kg Mn),Mercury (ug/kg fraction) (ug/kg Hg),Molybdenum (mg/kg Mo),Neodymium (mg/kg Nd),Niobium (mg/kg Nb),Nickel (mg/kg Ni),Gold (ug/kg fraction) (ug/kg Au),Silver (mg/kg Ag),Lead (mg/kg Pb),Potassium (g/100 g fraction) (% K),Praseodymium (mg/kg Pr),Rhenium (mg/kg Re),Rubidium (mg/kg Rb),Samarium (mg/kg Sm),Selenium (mg/kg Se),Sodium (g/100 g fraction) (% Na),Thallium (mg/kg Tl),Tantalum (mg/kg Ta),Tellurium (mg/kg Te),Terbium (mg/kg Tb),Titanium (g/100 g fraction) (% Ti),Thorium (mg/kg Th),Thulium (mg/kg Tm),Uranium (mg/kg U),Vanadium (mg/kg V),Tungsten (mg/kg W),Zinc (mg/kg Zn),Zirconium (mg/kg Zr),Lat_dd,Long_dd,data_source,Apparent Density (g/cm3),0.016 mm (%),4.75 mm - No. 004 (ASTM) (%)
Tarapaya,2023-10-18,8:35,October 2023,DE - CTN,Tarapaya,"19° 28' 18.77""","65° 47' 39.52""",0.353,0.376,0,5540,NA,1.16,41.13,6.57,7,76.87,21.13,2,Arenoso franco,0.09,0.17,5.41,46.99,19.49,9.02,18.79,0.04,<0.063 mm,NA,NA,131,NA,NA,NA,1.15,1.555,7.712,NA,NA,NA,NA,91.43,1.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7537,NA,NA,NA,NA,NA,NA,NA,NA,167,188,NA,NA,NA,4.044,NA,2.64,80.8,NA,NA,NA,NA,NA,0.011,NA,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,NA,-19.471881,-65.794311,sed_2023_clean.xlsx,1.08,NA,NA
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,2023-10-17,12:05,October 2023,DE - CTN,Tacobamba,"19° 8' 39.59""","65° 33' 57.58""",0.525,0.217,0,698,NA,2.62,58.95,1.85,7.9,46.25,53.75,0,Franco limoso,1.24,9.56,10.86,17.4,25.61,34.96,0.05,0.33,0.063 - <2.0 mm,NA,NA,8.3,NA,NA,NA,1.15,2.291,9.473,NA,NA,NA,NA,167,2.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7951,NA,NA,NA,NA,NA,NA,NA,NA,2381,5,NA,NA,NA,25.41,NA,1.18,20.1,NA,NA,NA,NA,NA,0.011,NA,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,836,NA,-19.144331,-65.565994,sed_2023_clean.xlsx,1.1,NA,NA
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,2023-10-17,12:05,October 2023,DE - CTN,Tacobamba,"19° 8' 39.59""","65° 33' 57.58""",0.525,0.217,0,698,NA,2.62,58.95,1.85,7.9,46.25,53.75,0,Franco limoso,1.24,9.56,10.86,17.4,25.61,34.96,0.05,0.33,<0.063 mm,NA,NA,9.4,NA,NA,NA,1.15,0.1525,9.871,NA,NA,NA,NA,167,3.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0844,NA,NA,NA,NA,NA,NA,NA,NA,2335,5,NA,NA,NA,28.97,NA,1.27,23,NA,NA,NA,NA,NA,0.635,NA,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,NA,-19.144331,-65.565994,sed_2023_clean.xlsx,1.1,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2023-10-17,10:35,October 2023,DE - CTN,Pilcomayo,"19° 7' 55.43""","65° 34' 17.58""",0.647,2.489,0,892,NA,2.45,30.59,1.02,7.7,87.64,10.36,2,Arena,3.2,18.68,47.67,14.56,5.76,8.87,0,1.26,0.063 - <2.0 mm,NA,NA,21.9,NA,NA,NA,1.15,1.268,1.808,NA,NA,NA,NA,20.51,1.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7556,NA,NA,NA,NA,NA,NA,NA,NA,353,5,NA,NA,NA,7.048,NA,0.512,19.7,NA,NA,NA,NA,NA,0.011,NA,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,NA,-19.132064,-65.57155,sed_2023_clean.xlsx,1.41,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2023-10-17,10:35,October 2023,DE - CTN,Pilcomayo,"19° 7' 55.43""","65° 34' 17.58""",0.647,2.489,0,892,NA,2.45,30.59,1.02,7.7,87.64,10.36,2,Arena,3.2,18.68,47.67,14.56,5.76,8.87,0,1.26,<0.063 mm,NA,NA,19.3,NA,NA,NA,1.15,2.78,1.337,NA,NA,NA,NA,15.32,1.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6658,NA,NA,NA,NA,NA,NA,NA,NA,387,68.2,NA,NA,NA,5.636,NA,0.00825,16.5,NA,NA,NA,NA,NA,0.011,NA,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,NA,-19.132064,-65.57155,sed_2023_clean.xlsx,1.41,NA,NA
Palca Grande,2023-10-16,13:45,October 2023,DE - CTN,Tumusla,"20° 44' 32.25""","65° 14' 24.27""",0.326,2.534,0,952,NA,2.62,38.56,1.2,7.8,74.59,24.41,1,Arenoso franco,2.06,8.03,30.13,9.88,4.48,10.73,34.14,0.56,0.063 - <2.0 mm,NA,NA,8.13,NA,NA,NA,1.15,12.66,0.643,NA,NA,NA,NA,17.29,9.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0024,NA,NA,NA,NA,NA,NA,NA,NA,1299,5,NA,NA,NA,26.05,NA,0.00825,22,NA,NA,NA,NA,NA,0.987,NA,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,-20.742292,-65.240075,sed_2023_clean.xlsx,1.41,NA,NA
Palca Grande,2023-10-16,13:45,October 2023,DE - CTN,Tumusla,"20° 44' 32.25""","65° 14' 24.27""",0.326,2.534,0,952,NA,2.62,38.56,1.2,7.8,74.59,24.41,1,Arenoso franco,2.06,8.03,30.13,9.88,4.48,10.73,34.14,0.56,<0.063 mm,NA,NA,7.08,NA,NA,NA,1.15,13.41,0.769,NA,NA,NA,NA,16.47,5.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4805,NA,NA,NA,NA,NA,NA,NA,NA,1392,5,NA,NA,NA,22.31,NA,0.00825,19.6,NA,NA,NA,NA,NA,0.011,NA,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,-20.742292,-65.240075,sed_2023_clean.xlsx,1.41,NA,NA
Villamontes,2023-10-15,13:30,October 2023,DE - CTN,Pilcomayo,"21° 15' 31.35""","63° 30' 41.54""",0.144,10.542,0,2406,NA,2.59,31.41,0.47,7.52,93.68,6.32,0,Arena,1.24,9.56,10.86,17.41,25.62,34.97,0.05,0.29,0.063 - <2.0 mm,NA,NA,5.62,NA,NA,NA,1.15,0.1525,0.423,NA,NA,NA,NA,5.718,1.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4736,NA,NA,NA,NA,NA,NA,NA,NA,84.89,5,NA,NA,NA,3.904,NA,0.00825,4.94,NA,NA,NA,NA,NA,0.011,NA,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,-21.258708,-63.511539,sed_2023_clean.xlsx,1.61,NA,NA
Villamontes,2023-10-15,13:30,October 2023,DE - CTN,Pilcomayo,"21° 15' 31.35""","63° 30' 41.54""",0.144,10.542,0,2406,NA,2.59,31.41,0.47,7.52,93.68,6.32,0,Arena,1.24,9.56,10.86,17.41,25.62,34.97,0.05,0.29,<0.063 mm,NA,NA,4.92,NA,NA,NA,1.15,0.1525,0.069,NA,NA,NA,NA,4.423,2.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653,NA,NA,NA,NA,NA,NA,NA,NA,110,5,NA,NA,NA,4.653,NA,0.00825,6.42,NA,NA,NA,NA,NA,0.011,NA,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,-21.258708,-63.511539,sed_2023_clean.xlsx,1.61,NA,NA
Misión La Paz - SNIH,2023-10-15,6:50,October 2023,DE - CTN,Pilcomayo,"22° 22' 40.43""","62° 31' 6.77""",NA,NA,0,737,NA,2.6,27.57,0.38,7.73,91.68,8.32,0,Arena,0.03,0.29,10.15,86.53,1.47,0.5,1.01,0.01,0.063 - <2.0 mm,NA,NA,2.58,NA,NA,NA,1.15,0.1525,0.356,NA,NA,NA,NA,2.508,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2599,NA,NA,NA,NA,NA,NA,NA,NA,117,5,NA,NA,NA,2.834,NA,0.00825,4.24,NA,NA,NA,NA,NA,0.011,NA,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,-22.377897,-62.518547,sed_2023_clean.xlsx,1.59,NA,NA
Misión La Paz - SNIH,2023-10-15,6:50,October 2023,DE - CTN,Pilcomayo,"22° 22' 40.43""","62° 31' 6.77""",NA,NA,0,737,NA,2.6,27.57,0.38,7.73,91.68,8.32,0,Arena,0.03,0.29,10.15,86.53,1.47,0.5,1.01,0.01,<0.063 mm,NA,NA,3.28,NA,NA,NA,1.15,0.1525,0.032,NA,NA,NA,NA,2.505,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1192,NA,NA,NA,NA,NA,NA,NA,NA,24.31,5,NA,NA,NA,0.949,NA,0.00825,6.44,NA,NA,NA,NA,NA,0.011,NA,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.29,NA,-22.377897,-62.518547,sed_2023_clean.xlsx,1.59,NA,NA
Chuquiago,2023-08-08,10:15,August 2023,DE - CTN,San Juan del Oro,"21° 33' 40.58""","65° 38' 51.74""",NA,NA,0,693,NA,2.64,32.16,0.67,7.8,78.69,19.31,2,Arenoso Franco,6.21,33.6,40.87,10.96,3.61,2.69,0.09,1.98,0.063 - <2.0 mm,NA,NA,12.5,NA,NA,NA,0.04,20,0.3,NA,NA,NA,NA,54,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0625,NA,NA,NA,NA,NA,NA,NA,NA,341,50,NA,NA,NA,18.5,NA,0.015,18.2,NA,NA,NA,NA,NA,1.2,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,-21.561272,-65.647706,sed_2023_clean.xlsx,1.45,NA,NA
Chuquiago,2023-08-08,10:15,August 2023,DE - CTN,San Juan del Oro,"21° 33' 40.58""","65° 38' 51.74""",NA,NA,0,693,NA,2.64,32.16,0.67,7.8,78.69,19.31,2,Arenoso Franco,6.21,33.6,40.87,10.96,3.61,2.69,0.09,1.98,<0.063 mm,NA,NA,12.9,NA,NA,NA,0.04,19.4,0.3,NA,NA,NA,NA,54.6,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2288,NA,NA,NA,NA,NA,NA,NA,NA,352,50,NA,NA,NA,19.7,NA,0.015,20.7,NA,NA,NA,NA,NA,1.4,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,-21.561272,-65.647706,sed_2023_clean.xlsx,1.45,NA,NA
Cotagaita,2023-08-07,16:00,August 2023,DE - CTN,Cotagaita,"20° 49' 23.178""","65° 39' 18.726""",0.676,1.503,0,449,NA,3.2,32.26,0.75,6.78,76.38,22.62,1,Arenoso Franco,1.78,7.04,15.35,73.19,1.47,0.33,0.03,0.81,0.063 - <2.0 mm,NA,NA,8.3,NA,NA,NA,0.04,10,0.1,NA,NA,NA,NA,36.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,231,50,NA,NA,NA,15.5,NA,0.015,13,NA,NA,NA,NA,NA,0.02,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8,NA,-20.823105,-65.655202,sed_2023_clean.xlsx,1.51,NA,NA
Cotagaita,2023-08-07,16:00,August 2023,DE - CTN,Cotagaita,"20° 49' 23.178""","65° 39' 18.726""",0.676,1.503,0,449,NA,3.2,32.26,0.75,6.78,76.38,22.62,1,Arenoso Franco,1.78,7.04,15.35,73.19,1.47,0.33,0.03,0.81,<0.063 mm,NA,NA,10.5,NA,NA,NA,0.04,9.3,0.1,NA,NA,NA,NA,37.9,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0714,NA,NA,NA,NA,NA,NA,NA,NA,277,50,NA,NA,NA,17.7,NA,0.015,15.3,NA,NA,NA,NA,NA,1.2,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.2,NA,-20.823105,-65.655202,sed_2023_clean.xlsx,1.51,NA,NA
Tumusla,2023-08-07,14:20,August 2023,DE - CTN,Tumusla,"20° 29' 11.946""","65° 37' 6.954""",0.672,4.605,0,655,NA,2.27,49.08,1.1,7.02,31.32,67.68,1,Franco Limoso,3.8,16.88,15.26,7.63,14.38,28.42,12.44,1.18,0.063 - <2.0 mm,NA,NA,19.6,NA,NA,NA,0.04,8.6,0.2,NA,NA,NA,NA,95.2,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8061,NA,NA,NA,NA,NA,NA,NA,NA,400,50,NA,NA,NA,25.4,NA,0.015,21.6,NA,NA,NA,NA,NA,1.1,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,-20.486652,-65.618598,sed_2023_clean.xlsx,1.1,NA,NA
Tumusla,2023-08-07,14:20,August 2023,DE - CTN,Tumusla,"20° 29' 11.946""","65° 37' 6.954""",0.672,4.605,0,655,NA,2.27,49.08,1.1,7.02,31.32,67.68,1,Franco Limoso,3.8,16.88,15.26,7.63,14.38,28.42,12.44,1.18,<0.063 mm,NA,NA,20.7,NA,NA,NA,0.04,14.5,0.2,NA,NA,NA,NA,71.2,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,396,50,NA,NA,NA,25.2,NA,0.015,23.9,NA,NA,NA,NA,NA,0.02,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,-20.486652,-65.618598,sed_2023_clean.xlsx,1.1,NA,NA
Yocalla,2023-08-07,9:25,August 2023,DE - CTN,Pilcomayo,"19° 23' 51.252""","65° 54' 27.816""",0.553,3.006,0,803,NA,2.63,31.39,0.9,7.7,71.62,26.38,2,Franco Arenoso,0.48,2.74,8.46,46.43,40.71,0.81,0.19,0.18,0.063 - <2.0 mm,NA,NA,9.75,NA,NA,NA,0.04,5.83,0.15,NA,NA,NA,NA,41.4,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2917,NA,NA,NA,NA,NA,NA,NA,NA,300,50,NA,NA,NA,21.8,NA,0.015,17.3,NA,NA,NA,NA,NA,0.02,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5,NA,-19.39757,-65.907727,sed_2023_clean.xlsx,1.44,NA,NA
Yocalla,2023-08-07,9:25,August 2023,DE - CTN,Pilcomayo,"19° 23' 51.252""","65° 54' 27.816""",0.553,3.006,0,803,NA,2.63,31.39,0.9,7.7,71.62,26.38,2,Franco Arenoso,0.48,2.74,8.46,46.43,40.71,0.81,0.19,0.18,<0.063 mm,NA,NA,11.09,NA,NA,NA,0.04,6.7,0.1,NA,NA,NA,NA,73.7,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4167,NA,NA,NA,NA,NA,NA,NA,NA,311.5,50,NA,NA,NA,21.7,NA,0.015,18.1,NA,NA,NA,NA,NA,1.4,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,-19.39757,-65.907727,sed_2023_clean.xlsx,1.44,NA,NA
Colavi - Canutillos,2023-08-06,14:30,August 2023,DE - CTN,Colavi,"19° 19' 17.136""","65° 33' 6.954""",0.167,0.026,0,2181,NA,2.68,30.02,2.65,2.6,65.96,33.04,1,Franco Arenoso,1.76,11.34,16.33,30.41,10.3,20.65,9.07,0.14,0.063 - <2.0 mm,NA,NA,4.3,NA,NA,NA,0.04,8.3,0.05,NA,NA,NA,NA,43.1,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6667,NA,NA,NA,NA,NA,NA,NA,NA,167.5,50,NA,NA,NA,5.7,NA,0.015,4.7,NA,NA,NA,NA,NA,0.7,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,-19.321427,-65.551932,sed_2023_clean.xlsx,1.19,NA,NA
Colavi - Canutillos,2023-08-06,14:30,August 2023,DE - CTN,Colavi,"19° 19' 17.136""","65° 33' 6.954""",0.167,0.026,0,2181,NA,2.68,30.02,2.65,2.6,65.96,33.04,1,Franco Arenoso,1.76,11.34,16.33,30.41,10.3,20.65,9.07,0.14,<0.063 mm,NA,NA,17.3,NA,NA,NA,0.04,16.1,0.38,NA,NA,NA,NA,51.5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4435,NA,NA,NA,NA,NA,NA,NA,NA,357,50,NA,NA,NA,19.5,NA,0.015,15.7,NA,NA,NA,NA,NA,1.6,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,-19.321427,-65.551932,sed_2023_clean.xlsx,1.19,NA,NA
Puente Mendez,2023-08-06,10:10,August 2023,DE - CTN,Pilcomayo,"19° 21' 36.852""","65° 10' 12.726""",0.625,7.294,0,439,NA,2.62,44.19,8.05,7.7,62.93,37.07,0,Franco Arenoso,3.28,18.73,29.97,36.13,5.43,2.25,2.79,1.41,0.063 - <2.0 mm,NA,NA,85.7,NA,NA,NA,4.9,16.6,0.5,NA,NA,NA,NA,95.5,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,201,50,NA,NA,NA,31.3,NA,0.015,32.3,NA,NA,NA,NA,NA,1.4,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,NA,-19.360237,-65.170202,sed_2023_clean.xlsx,1.49,NA,NA
Puente Mendez,2023-08-06,10:10,August 2023,DE - CTN,Pilcomayo,"19° 21' 36.852""","65° 10' 12.726""",0.625,7.294,0,439,NA,2.62,44.19,8.05,7.7,62.93,37.07,0,Franco Arenoso,3.28,18.73,29.97,36.13,5.43,2.25,2.79,1.41,<0.063 mm,NA,NA,66.1,NA,NA,NA,7.7,15,0.5,NA,NA,NA,NA,88.8,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47,NA,NA,NA,NA,NA,NA,NA,NA,443,50,NA,NA,NA,31.1,NA,0.015,33,NA,NA,NA,NA,NA,1.9,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,NA,-19.360237,-65.170202,sed_2023_clean.xlsx,1.49,NA,NA
Viña Quemada,2023-08-05,13:00,August 2023,DE - CTN,Pilcomayo,"19° 24' 27.648""","64° 51' 47.184""",0.532,8.932,0,574,NA,2.62,44.19,0.82,7.6,82.85,16.15,1,Arenoso Franco,0.81,5.76,30.99,20.36,5.61,15.45,20.79,0.24,0.063 - <2.0 mm,NA,NA,15.3,NA,NA,NA,0.04,23.5,0.5,NA,NA,NA,NA,82.1,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,NA,NA,NA,NA,NA,NA,NA,NA,612,50,NA,NA,NA,30.7,NA,0.015,26.5,NA,NA,NA,NA,NA,1.2,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,NA,-19.40768,-64.863107,sed_2023_clean.xlsx,1.42,NA,NA
Viña Quemada,2023-08-05,13:00,August 2023,DE - CTN,Pilcomayo,"19° 24' 27.648""","64° 51' 47.184""",0.532,8.932,0,574,NA,2.62,44.19,0.82,7.6,82.85,16.15,1,Arenoso Franco,0.81,5.76,30.99,20.36,5.61,15.45,20.79,0.24,<0.063 mm,NA,NA,13.6,NA,NA,NA,0.04,15.9,0.4,NA,NA,NA,NA,46.2,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8273,NA,NA,NA,NA,NA,NA,NA,NA,449,50,NA,NA,NA,27.3,NA,0.015,23.7,NA,NA,NA,NA,NA,1.09,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,-19.40768,-64.863107,sed_2023_clean.xlsx,1.42,NA,NA
Talula - Automática,2023-08-04,12:45,August 2023,DE - CTN,Pilcomayo,"19° 7' 51.438""","65° 27' 2.334""",NA,NA,0,485,NA,2.12,37.76,0.8,7.6,78.38,20.62,1,Arenoso Franco,5.02,19.39,55.39,13.21,2.4,1.98,0.93,1.68,0.063 - <2.0 mm,NA,NA,1.1,NA,NA,NA,0.04,8.06,4.5,NA,NA,NA,NA,171,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5726,NA,NA,NA,NA,NA,NA,NA,NA,1290,50,NA,NA,NA,23.6,NA,1.1,19.7,NA,NA,NA,NA,NA,0.02,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,NA,-19.130955,-65.450648,sed_2023_clean.xlsx,1.4,NA,NA
Talula - Automática,2023-08-04,12:45,August 2023,DE - CTN,Pilcomayo,"19° 7' 51.438""","65° 27' 2.334""",NA,NA,0,485,NA,2.12,37.76,0.8,7.6,78.38,20.62,1,Arenoso Franco,5.02,19.39,55.39,13.21,2.4,1.98,0.93,1.68,<0.063 mm,NA,NA,14.3,NA,NA,NA,0.04,6.7,4.7,NA,NA,NA,NA,150,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0068,NA,NA,NA,NA,NA,NA,NA,NA,1622,50,NA,NA,NA,29.6,NA,1.2,21.5,NA,NA,NA,NA,NA,1.55,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,NA,-19.130955,-65.450648,sed_2023_clean.xlsx,1.4,NA,NA
San Antonio - Potosí,2023-08-03,16:05,August 2023,DE - CTN,Aljamayu,"19° 34' 41.544""","65° 48' 12""",0.437,0.343,0,990,NA,1.38,37.98,0.02,7,45.24,52.76,2,Franco Limoso,0.49,1.37,5.65,22.62,50.35,12.55,5.93,1.04,0.063 - <2.0 mm,NA,NA,82.6,NA,NA,NA,2.16,3,0.05,NA,NA,NA,NA,73.1,9.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17845,NA,NA,NA,NA,NA,NA,NA,NA,242,50,NA,NA,NA,5.39,NA,0.015,50.4,NA,NA,NA,NA,NA,0.02,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,-19.578207,-65.803333,sed_2023_clean.xlsx,1.36,NA,NA
San Antonio - Potosí,2023-08-03,16:05,August 2023,DE - CTN,Aljamayu,"19° 34' 41.544""","65° 48' 12""",0.437,0.343,0,990,NA,1.38,37.98,0.02,7,45.24,52.76,2,Franco Limoso,0.49,1.37,5.65,22.62,50.35,12.55,5.93,1.04,<0.063 mm,NA,NA,94.1,NA,NA,NA,2.87,8.5,0.2,NA,NA,NA,NA,46.1,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19787,NA,NA,NA,NA,NA,NA,NA,NA,239.4,50,NA,NA,NA,10.6,NA,3.18,35.43,NA,NA,NA,NA,NA,0.02,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.7,NA,-19.578207,-65.803333,sed_2023_clean.xlsx,1.36,NA,NA
Tarapaya,2023-08-03,14:15,August 2023,DE - CTN,Tarapaya,"19° 28' 18.726""","65° 47' 39.402""",0.582,0.772,0,1164,NA,2.61,38.15,4.87,7.2,80.91,17.09,2,Arenoso Franco,2.32,8.56,23.53,47.43,6.59,5.74,4.76,1.06,0.063 - <2.0 mm,NA,NA,6.4,NA,NA,NA,0.04,2.9,0.05,NA,NA,NA,NA,53.3,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4216,NA,NA,NA,NA,NA,NA,NA,NA,285,50,NA,NA,NA,11.8,NA,0.015,12.1,NA,NA,NA,NA,NA,0.02,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8,NA,-19.471868,-65.794278,sed_2023_clean.xlsx,1.3,NA,NA
Tarapaya,2023-08-03,14:15,August 2023,DE - CTN,Tarapaya,"19° 28' 18.726""","65° 47' 39.402""",0.582,0.772,0,1164,NA,2.61,38.15,4.87,7.2,80.91,17.09,2,Arenoso Franco,2.32,8.56,23.53,47.43,6.59,5.74,4.76,1.06,<0.063 mm,NA,NA,14.7,NA,NA,NA,0.04,5.29,0.25,NA,NA,NA,NA,50.9,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2596,NA,NA,NA,NA,NA,NA,NA,NA,421.2,50,NA,NA,NA,18.9,NA,0.015,21.2,NA,NA,NA,NA,NA,0.02,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.7,NA,-19.471868,-65.794278,sed_2023_clean.xlsx,1.3,NA,NA
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,2023-08-02,14:05,August 2023,DE - CTN,Tacobamba,"19° 8' 50.22""","65° 33' 51.798""",0.677,0.271,0,368,NA,2.09,72.71,0.3,7.8,52.62,46.38,1,Franco arenoso,2.29,15.55,26.86,20.64,8.67,15.55,9.82,0.63,0.063 - <2.0 mm,NA,NA,32.1,NA,NA,NA,0.04,11.5,1.3,NA,NA,NA,NA,60.7,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6442,NA,NA,NA,NA,NA,NA,NA,NA,590,50,NA,NA,NA,11.6,NA,0.015,23.6,NA,NA,NA,NA,NA,1.01,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,NA,-19.147283,-65.564388,sed_2023_clean.xlsx,1.46,NA,NA
